"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Births
	"Boulder County, CO"	"08013"	"2011"	"2011"	"September"	"9"	232
	"Boulder County, CO"	"08013"	"2011"	"2011"	"October"	"10"	217
	"Boulder County, CO"	"08013"	"2011"	"2011"	"November"	"11"	223
	"Boulder County, CO"	"08013"	"2011"	"2011"	"December"	"12"	239
	"Boulder County, CO"	"08013"	"2012"	"2012"	"January"	"1"	228
	"Boulder County, CO"	"08013"	"2012"	"2012"	"February"	"2"	228
	"Boulder County, CO"	"08013"	"2012"	"2012"	"March"	"3"	249
	"Boulder County, CO"	"08013"	"2012"	"2012"	"April"	"4"	273
	"Boulder County, CO"	"08013"	"2012"	"2012"	"May"	"5"	273
	"Boulder County, CO"	"08013"	"2012"	"2012"	"June"	"6"	266
	"Boulder County, CO"	"08013"	"2012"	"2012"	"July"	"7"	274
	"Boulder County, CO"	"08013"	"2012"	"2012"	"August"	"8"	280
	"Boulder County, CO"	"08013"	"2012"	"2012"	"September"	"9"	244
	"Boulder County, CO"	"08013"	"2012"	"2012"	"October"	"10"	270
	"Boulder County, CO"	"08013"	"2012"	"2012"	"November"	"11"	234
	"Boulder County, CO"	"08013"	"2012"	"2012"	"December"	"12"	221
	"Boulder County, CO"	"08013"	"2013"	"2013"	"January"	"1"	200
	"Boulder County, CO"	"08013"	"2013"	"2013"	"February"	"2"	202
	"Boulder County, CO"	"08013"	"2013"	"2013"	"March"	"3"	244
	"Boulder County, CO"	"08013"	"2013"	"2013"	"April"	"4"	250
	"Boulder County, CO"	"08013"	"2013"	"2013"	"May"	"5"	267
	"Boulder County, CO"	"08013"	"2013"	"2013"	"June"	"6"	267
	"Boulder County, CO"	"08013"	"2013"	"2013"	"July"	"7"	265
	"Boulder County, CO"	"08013"	"2013"	"2013"	"August"	"8"	245
	"Boulder County, CO"	"08013"	"2013"	"2013"	"September"	"9"	231
	"Boulder County, CO"	"08013"	"2013"	"2013"	"October"	"10"	262
	"Boulder County, CO"	"08013"	"2013"	"2013"	"November"	"11"	220
	"Boulder County, CO"	"08013"	"2013"	"2013"	"December"	"12"	263
	"Boulder County, CO"	"08013"	"2014"	"2014"	"January"	"1"	235
	"Boulder County, CO"	"08013"	"2014"	"2014"	"February"	"2"	220
	"Boulder County, CO"	"08013"	"2014"	"2014"	"March"	"3"	256
	"Boulder County, CO"	"08013"	"2014"	"2014"	"April"	"4"	233
	"Boulder County, CO"	"08013"	"2014"	"2014"	"May"	"5"	251
	"Boulder County, CO"	"08013"	"2014"	"2014"	"June"	"6"	255
	"Boulder County, CO"	"08013"	"2014"	"2014"	"July"	"7"	238
	"Boulder County, CO"	"08013"	"2014"	"2014"	"August"	"8"	211
	"Boulder County, CO"	"08013"	"2014"	"2014"	"September"	"9"	273
	"Boulder County, CO"	"08013"	"2014"	"2014"	"October"	"10"	234
	"Boulder County, CO"	"08013"	"2014"	"2014"	"November"	"11"	222
	"Boulder County, CO"	"08013"	"2014"	"2014"	"December"	"12"	237
	"Boulder County, CO"	"08013"	"2015"	"2015"	"January"	"1"	248
	"Boulder County, CO"	"08013"	"2015"	"2015"	"February"	"2"	205
	"Boulder County, CO"	"08013"	"2015"	"2015"	"March"	"3"	269
	"Boulder County, CO"	"08013"	"2015"	"2015"	"April"	"4"	256
	"Boulder County, CO"	"08013"	"2015"	"2015"	"May"	"5"	217
	"Boulder County, CO"	"08013"	"2015"	"2015"	"June"	"6"	246
	"Boulder County, CO"	"08013"	"2015"	"2015"	"July"	"7"	275
	"Boulder County, CO"	"08013"	"2015"	"2015"	"August"	"8"	255
	"Boulder County, CO"	"08013"	"2015"	"2015"	"September"	"9"	234
	"Boulder County, CO"	"08013"	"2015"	"2015"	"October"	"10"	237
	"Boulder County, CO"	"08013"	"2015"	"2015"	"November"	"11"	221
	"Boulder County, CO"	"08013"	"2015"	"2015"	"December"	"12"	237
	"Denver County, CO"	"08031"	"2007"	"2007"	"January"	"1"	941
	"Denver County, CO"	"08031"	"2007"	"2007"	"February"	"2"	806
	"Denver County, CO"	"08031"	"2007"	"2007"	"March"	"3"	895
	"Denver County, CO"	"08031"	"2007"	"2007"	"April"	"4"	847
	"Denver County, CO"	"08031"	"2007"	"2007"	"May"	"5"	943
	"Denver County, CO"	"08031"	"2007"	"2007"	"June"	"6"	965
	"Denver County, CO"	"08031"	"2007"	"2007"	"July"	"7"	971
	"Denver County, CO"	"08031"	"2007"	"2007"	"August"	"8"	936
	"Denver County, CO"	"08031"	"2007"	"2007"	"September"	"9"	942
	"Denver County, CO"	"08031"	"2007"	"2007"	"October"	"10"	924
	"Denver County, CO"	"08031"	"2007"	"2007"	"November"	"11"	935
	"Denver County, CO"	"08031"	"2007"	"2007"	"December"	"12"	869
	"Denver County, CO"	"08031"	"2008"	"2008"	"January"	"1"	942
	"Denver County, CO"	"08031"	"2008"	"2008"	"February"	"2"	858
	"Denver County, CO"	"08031"	"2008"	"2008"	"March"	"3"	938
	"Denver County, CO"	"08031"	"2008"	"2008"	"April"	"4"	909
	"Denver County, CO"	"08031"	"2008"	"2008"	"May"	"5"	978
	"Denver County, CO"	"08031"	"2008"	"2008"	"June"	"6"	974
	"Denver County, CO"	"08031"	"2008"	"2008"	"July"	"7"	1005
	"Denver County, CO"	"08031"	"2008"	"2008"	"August"	"8"	973
	"Denver County, CO"	"08031"	"2008"	"2008"	"September"	"9"	968
	"Denver County, CO"	"08031"	"2008"	"2008"	"October"	"10"	940
	"Denver County, CO"	"08031"	"2008"	"2008"	"November"	"11"	875
	"Denver County, CO"	"08031"	"2008"	"2008"	"December"	"12"	902
	"Denver County, CO"	"08031"	"2009"	"2009"	"January"	"1"	875
	"Denver County, CO"	"08031"	"2009"	"2009"	"February"	"2"	884
	"Denver County, CO"	"08031"	"2009"	"2009"	"March"	"3"	950
	"Denver County, CO"	"08031"	"2009"	"2009"	"April"	"4"	882
	"Denver County, CO"	"08031"	"2009"	"2009"	"May"	"5"	975
	"Denver County, CO"	"08031"	"2009"	"2009"	"June"	"6"	896
	"Denver County, CO"	"08031"	"2009"	"2009"	"July"	"7"	972
	"Denver County, CO"	"08031"	"2009"	"2009"	"August"	"8"	921
	"Denver County, CO"	"08031"	"2009"	"2009"	"September"	"9"	957
	"Denver County, CO"	"08031"	"2009"	"2009"	"October"	"10"	926
	"Denver County, CO"	"08031"	"2009"	"2009"	"November"	"11"	857
	"Denver County, CO"	"08031"	"2009"	"2009"	"December"	"12"	851
	"Denver County, CO"	"08031"	"2010"	"2010"	"January"	"1"	830
	"Denver County, CO"	"08031"	"2010"	"2010"	"February"	"2"	750
	"Denver County, CO"	"08031"	"2010"	"2010"	"March"	"3"	873
	"Denver County, CO"	"08031"	"2010"	"2010"	"April"	"4"	792
	"Denver County, CO"	"08031"	"2010"	"2010"	"May"	"5"	955
	"Denver County, CO"	"08031"	"2010"	"2010"	"June"	"6"	860
	"Denver County, CO"	"08031"	"2010"	"2010"	"July"	"7"	932
	"Denver County, CO"	"08031"	"2010"	"2010"	"August"	"8"	958
	"Denver County, CO"	"08031"	"2010"	"2010"	"September"	"9"	886
	"Denver County, CO"	"08031"	"2010"	"2010"	"October"	"10"	850
	"Denver County, CO"	"08031"	"2010"	"2010"	"November"	"11"	849
	"Denver County, CO"	"08031"	"2010"	"2010"	"December"	"12"	840
	"Denver County, CO"	"08031"	"2011"	"2011"	"January"	"1"	839
	"Denver County, CO"	"08031"	"2011"	"2011"	"February"	"2"	768
	"Denver County, CO"	"08031"	"2011"	"2011"	"March"	"3"	862
	"Denver County, CO"	"08031"	"2011"	"2011"	"April"	"4"	856
	"Denver County, CO"	"08031"	"2011"	"2011"	"May"	"5"	855
	"Denver County, CO"	"08031"	"2011"	"2011"	"June"	"6"	896
	"Denver County, CO"	"08031"	"2011"	"2011"	"July"	"7"	941
	"Denver County, CO"	"08031"	"2011"	"2011"	"August"	"8"	908
	"Denver County, CO"	"08031"	"2011"	"2011"	"September"	"9"	851
	"Denver County, CO"	"08031"	"2011"	"2011"	"October"	"10"	836
	"Denver County, CO"	"08031"	"2011"	"2011"	"November"	"11"	803
	"Denver County, CO"	"08031"	"2011"	"2011"	"December"	"12"	790
	"Denver County, CO"	"08031"	"2012"	"2012"	"January"	"1"	828
	"Denver County, CO"	"08031"	"2012"	"2012"	"February"	"2"	764
	"Denver County, CO"	"08031"	"2012"	"2012"	"March"	"3"	815
	"Denver County, CO"	"08031"	"2012"	"2012"	"April"	"4"	790
	"Denver County, CO"	"08031"	"2012"	"2012"	"May"	"5"	805
	"Denver County, CO"	"08031"	"2012"	"2012"	"June"	"6"	836
	"Denver County, CO"	"08031"	"2012"	"2012"	"July"	"7"	909
	"Denver County, CO"	"08031"	"2012"	"2012"	"August"	"8"	956
	"Denver County, CO"	"08031"	"2012"	"2012"	"September"	"9"	862
	"Denver County, CO"	"08031"	"2012"	"2012"	"October"	"10"	885
	"Denver County, CO"	"08031"	"2012"	"2012"	"November"	"11"	757
	"Denver County, CO"	"08031"	"2012"	"2012"	"December"	"12"	760
	"Denver County, CO"	"08031"	"2013"	"2013"	"January"	"1"	787
	"Denver County, CO"	"08031"	"2013"	"2013"	"February"	"2"	760
	"Denver County, CO"	"08031"	"2013"	"2013"	"March"	"3"	834
	"Denver County, CO"	"08031"	"2013"	"2013"	"April"	"4"	773
	"Denver County, CO"	"08031"	"2013"	"2013"	"May"	"5"	847
	"Denver County, CO"	"08031"	"2013"	"2013"	"June"	"6"	833
	"Denver County, CO"	"08031"	"2013"	"2013"	"July"	"7"	921
	"Denver County, CO"	"08031"	"2013"	"2013"	"August"	"8"	857
	"Denver County, CO"	"08031"	"2013"	"2013"	"September"	"9"	871
	"Denver County, CO"	"08031"	"2013"	"2013"	"October"	"10"	887
	"Denver County, CO"	"08031"	"2013"	"2013"	"November"	"11"	817
	"Denver County, CO"	"08031"	"2013"	"2013"	"December"	"12"	818
	"Denver County, CO"	"08031"	"2014"	"2014"	"January"	"1"	823
	"Denver County, CO"	"08031"	"2014"	"2014"	"February"	"2"	720
	"Denver County, CO"	"08031"	"2014"	"2014"	"March"	"3"	807
	"Denver County, CO"	"08031"	"2014"	"2014"	"April"	"4"	842
	"Denver County, CO"	"08031"	"2014"	"2014"	"May"	"5"	815
	"Denver County, CO"	"08031"	"2014"	"2014"	"June"	"6"	829
	"Denver County, CO"	"08031"	"2014"	"2014"	"July"	"7"	900
	"Denver County, CO"	"08031"	"2014"	"2014"	"August"	"8"	919
	"Denver County, CO"	"08031"	"2014"	"2014"	"September"	"9"	879
	"Denver County, CO"	"08031"	"2014"	"2014"	"October"	"10"	848
	"Denver County, CO"	"08031"	"2014"	"2014"	"November"	"11"	828
	"Denver County, CO"	"08031"	"2014"	"2014"	"December"	"12"	804
	"Denver County, CO"	"08031"	"2015"	"2015"	"January"	"1"	829
	"Denver County, CO"	"08031"	"2015"	"2015"	"February"	"2"	693
	"Denver County, CO"	"08031"	"2015"	"2015"	"March"	"3"	826
	"Denver County, CO"	"08031"	"2015"	"2015"	"April"	"4"	820
	"Denver County, CO"	"08031"	"2015"	"2015"	"May"	"5"	817
	"Denver County, CO"	"08031"	"2015"	"2015"	"June"	"6"	888
	"Denver County, CO"	"08031"	"2015"	"2015"	"July"	"7"	910
	"Denver County, CO"	"08031"	"2015"	"2015"	"August"	"8"	922
	"Denver County, CO"	"08031"	"2015"	"2015"	"September"	"9"	875
	"Denver County, CO"	"08031"	"2015"	"2015"	"October"	"10"	845
	"Denver County, CO"	"08031"	"2015"	"2015"	"November"	"11"	796
	"Denver County, CO"	"08031"	"2015"	"2015"	"December"	"12"	835
	"Douglas County, CO"	"08035"	"2007"	"2007"	"January"	"1"	342
	"Douglas County, CO"	"08035"	"2007"	"2007"	"February"	"2"	282
	"Douglas County, CO"	"08035"	"2007"	"2007"	"March"	"3"	370
	"Douglas County, CO"	"08035"	"2007"	"2007"	"April"	"4"	322
	"Douglas County, CO"	"08035"	"2007"	"2007"	"May"	"5"	381
	"Douglas County, CO"	"08035"	"2007"	"2007"	"June"	"6"	360
	"Douglas County, CO"	"08035"	"2007"	"2007"	"July"	"7"	347
	"Douglas County, CO"	"08035"	"2007"	"2007"	"August"	"8"	374
	"Douglas County, CO"	"08035"	"2007"	"2007"	"September"	"9"	339
	"Douglas County, CO"	"08035"	"2007"	"2007"	"October"	"10"	316
	"Douglas County, CO"	"08035"	"2007"	"2007"	"November"	"11"	277
	"Douglas County, CO"	"08035"	"2007"	"2007"	"December"	"12"	313
	"Douglas County, CO"	"08035"	"2008"	"2008"	"January"	"1"	336
	"Douglas County, CO"	"08035"	"2008"	"2008"	"February"	"2"	283
	"Douglas County, CO"	"08035"	"2008"	"2008"	"March"	"3"	303
	"Douglas County, CO"	"08035"	"2008"	"2008"	"April"	"4"	347
	"Douglas County, CO"	"08035"	"2008"	"2008"	"May"	"5"	359
	"Douglas County, CO"	"08035"	"2008"	"2008"	"June"	"6"	326
	"Douglas County, CO"	"08035"	"2008"	"2008"	"July"	"7"	354
	"Douglas County, CO"	"08035"	"2008"	"2008"	"August"	"8"	312
	"Douglas County, CO"	"08035"	"2008"	"2008"	"September"	"9"	313
	"Douglas County, CO"	"08035"	"2008"	"2008"	"October"	"10"	320
	"Douglas County, CO"	"08035"	"2008"	"2008"	"November"	"11"	308
	"Douglas County, CO"	"08035"	"2008"	"2008"	"December"	"12"	308
	"Douglas County, CO"	"08035"	"2009"	"2009"	"January"	"1"	300
	"Douglas County, CO"	"08035"	"2009"	"2009"	"February"	"2"	289
	"Douglas County, CO"	"08035"	"2009"	"2009"	"March"	"3"	320
	"Douglas County, CO"	"08035"	"2009"	"2009"	"April"	"4"	335
	"Douglas County, CO"	"08035"	"2009"	"2009"	"May"	"5"	327
	"Douglas County, CO"	"08035"	"2009"	"2009"	"June"	"6"	275
	"Douglas County, CO"	"08035"	"2009"	"2009"	"July"	"7"	309
	"Douglas County, CO"	"08035"	"2009"	"2009"	"August"	"8"	322
	"Douglas County, CO"	"08035"	"2009"	"2009"	"September"	"9"	316
	"Douglas County, CO"	"08035"	"2009"	"2009"	"October"	"10"	300
	"Douglas County, CO"	"08035"	"2009"	"2009"	"November"	"11"	292
	"Douglas County, CO"	"08035"	"2009"	"2009"	"December"	"12"	298
	"Douglas County, CO"	"08035"	"2010"	"2010"	"January"	"1"	281
	"Douglas County, CO"	"08035"	"2010"	"2010"	"February"	"2"	267
	"Douglas County, CO"	"08035"	"2010"	"2010"	"March"	"3"	311
	"Douglas County, CO"	"08035"	"2010"	"2010"	"April"	"4"	322
	"Douglas County, CO"	"08035"	"2010"	"2010"	"May"	"5"	298
	"Douglas County, CO"	"08035"	"2010"	"2010"	"June"	"6"	298
	"Douglas County, CO"	"08035"	"2010"	"2010"	"July"	"7"	294
	"Douglas County, CO"	"08035"	"2010"	"2010"	"August"	"8"	293
	"Douglas County, CO"	"08035"	"2010"	"2010"	"September"	"9"	314
	"Douglas County, CO"	"08035"	"2010"	"2010"	"October"	"10"	304
	"Douglas County, CO"	"08035"	"2010"	"2010"	"November"	"11"	269
	"Douglas County, CO"	"08035"	"2010"	"2010"	"December"	"12"	297
	"Douglas County, CO"	"08035"	"2011"	"2011"	"January"	"1"	244
	"Douglas County, CO"	"08035"	"2011"	"2011"	"February"	"2"	273
	"Douglas County, CO"	"08035"	"2011"	"2011"	"March"	"3"	311
	"Douglas County, CO"	"08035"	"2011"	"2011"	"April"	"4"	298
	"Douglas County, CO"	"08035"	"2011"	"2011"	"May"	"5"	316
	"Douglas County, CO"	"08035"	"2011"	"2011"	"June"	"6"	328
	"Douglas County, CO"	"08035"	"2011"	"2011"	"July"	"7"	315
	"Douglas County, CO"	"08035"	"2011"	"2011"	"August"	"8"	262
	"Douglas County, CO"	"08035"	"2011"	"2011"	"September"	"9"	322
	"Douglas County, CO"	"08035"	"2011"	"2011"	"October"	"10"	307
	"Douglas County, CO"	"08035"	"2011"	"2011"	"November"	"11"	289
	"Douglas County, CO"	"08035"	"2011"	"2011"	"December"	"12"	284
	"Douglas County, CO"	"08035"	"2012"	"2012"	"January"	"1"	252
	"Douglas County, CO"	"08035"	"2012"	"2012"	"February"	"2"	257
	"Douglas County, CO"	"08035"	"2012"	"2012"	"March"	"3"	315
	"Douglas County, CO"	"08035"	"2012"	"2012"	"April"	"4"	261
	"Douglas County, CO"	"08035"	"2012"	"2012"	"May"	"5"	292
	"Douglas County, CO"	"08035"	"2012"	"2012"	"June"	"6"	314
	"Douglas County, CO"	"08035"	"2012"	"2012"	"July"	"7"	280
	"Douglas County, CO"	"08035"	"2012"	"2012"	"August"	"8"	319
	"Douglas County, CO"	"08035"	"2012"	"2012"	"September"	"9"	280
	"Douglas County, CO"	"08035"	"2012"	"2012"	"October"	"10"	319
	"Douglas County, CO"	"08035"	"2012"	"2012"	"November"	"11"	275
	"Douglas County, CO"	"08035"	"2012"	"2012"	"December"	"12"	261
	"Douglas County, CO"	"08035"	"2013"	"2013"	"January"	"1"	287
	"Douglas County, CO"	"08035"	"2013"	"2013"	"February"	"2"	254
	"Douglas County, CO"	"08035"	"2013"	"2013"	"March"	"3"	291
	"Douglas County, CO"	"08035"	"2013"	"2013"	"April"	"4"	275
	"Douglas County, CO"	"08035"	"2013"	"2013"	"May"	"5"	305
	"Douglas County, CO"	"08035"	"2013"	"2013"	"June"	"6"	263
	"Douglas County, CO"	"08035"	"2013"	"2013"	"July"	"7"	309
	"Douglas County, CO"	"08035"	"2013"	"2013"	"August"	"8"	320
	"Douglas County, CO"	"08035"	"2013"	"2013"	"September"	"9"	312
	"Douglas County, CO"	"08035"	"2013"	"2013"	"October"	"10"	318
	"Douglas County, CO"	"08035"	"2013"	"2013"	"November"	"11"	281
	"Douglas County, CO"	"08035"	"2013"	"2013"	"December"	"12"	254
	"Douglas County, CO"	"08035"	"2014"	"2014"	"January"	"1"	296
	"Douglas County, CO"	"08035"	"2014"	"2014"	"February"	"2"	232
	"Douglas County, CO"	"08035"	"2014"	"2014"	"March"	"3"	313
	"Douglas County, CO"	"08035"	"2014"	"2014"	"April"	"4"	265
	"Douglas County, CO"	"08035"	"2014"	"2014"	"May"	"5"	326
	"Douglas County, CO"	"08035"	"2014"	"2014"	"June"	"6"	296
	"Douglas County, CO"	"08035"	"2014"	"2014"	"July"	"7"	309
	"Douglas County, CO"	"08035"	"2014"	"2014"	"August"	"8"	298
	"Douglas County, CO"	"08035"	"2014"	"2014"	"September"	"9"	310
	"Douglas County, CO"	"08035"	"2014"	"2014"	"October"	"10"	303
	"Douglas County, CO"	"08035"	"2014"	"2014"	"November"	"11"	239
	"Douglas County, CO"	"08035"	"2014"	"2014"	"December"	"12"	280
	"Douglas County, CO"	"08035"	"2015"	"2015"	"January"	"1"	239
	"Douglas County, CO"	"08035"	"2015"	"2015"	"February"	"2"	229
	"Douglas County, CO"	"08035"	"2015"	"2015"	"March"	"3"	290
	"Douglas County, CO"	"08035"	"2015"	"2015"	"April"	"4"	264
	"Douglas County, CO"	"08035"	"2015"	"2015"	"May"	"5"	301
	"Douglas County, CO"	"08035"	"2015"	"2015"	"June"	"6"	287
	"Douglas County, CO"	"08035"	"2015"	"2015"	"July"	"7"	315
	"Douglas County, CO"	"08035"	"2015"	"2015"	"August"	"8"	296
	"Douglas County, CO"	"08035"	"2015"	"2015"	"September"	"9"	288
	"Douglas County, CO"	"08035"	"2015"	"2015"	"October"	"10"	299
	"Douglas County, CO"	"08035"	"2015"	"2015"	"November"	"11"	257
	"Douglas County, CO"	"08035"	"2015"	"2015"	"December"	"12"	317
	"El Paso County, CO"	"08041"	"2007"	"2007"	"January"	"1"	720
	"El Paso County, CO"	"08041"	"2007"	"2007"	"February"	"2"	695
	"El Paso County, CO"	"08041"	"2007"	"2007"	"March"	"3"	723
	"El Paso County, CO"	"08041"	"2007"	"2007"	"April"	"4"	714
	"El Paso County, CO"	"08041"	"2007"	"2007"	"May"	"5"	766
	"El Paso County, CO"	"08041"	"2007"	"2007"	"June"	"6"	698
	"El Paso County, CO"	"08041"	"2007"	"2007"	"July"	"7"	725
	"El Paso County, CO"	"08041"	"2007"	"2007"	"August"	"8"	817
	"El Paso County, CO"	"08041"	"2007"	"2007"	"September"	"9"	814
	"El Paso County, CO"	"08041"	"2007"	"2007"	"October"	"10"	793
	"El Paso County, CO"	"08041"	"2007"	"2007"	"November"	"11"	749
	"El Paso County, CO"	"08041"	"2007"	"2007"	"December"	"12"	801
	"El Paso County, CO"	"08041"	"2008"	"2008"	"January"	"1"	722
	"El Paso County, CO"	"08041"	"2008"	"2008"	"February"	"2"	676
	"El Paso County, CO"	"08041"	"2008"	"2008"	"March"	"3"	729
	"El Paso County, CO"	"08041"	"2008"	"2008"	"April"	"4"	733
	"El Paso County, CO"	"08041"	"2008"	"2008"	"May"	"5"	712
	"El Paso County, CO"	"08041"	"2008"	"2008"	"June"	"6"	751
	"El Paso County, CO"	"08041"	"2008"	"2008"	"July"	"7"	739
	"El Paso County, CO"	"08041"	"2008"	"2008"	"August"	"8"	750
	"El Paso County, CO"	"08041"	"2008"	"2008"	"September"	"9"	776
	"El Paso County, CO"	"08041"	"2008"	"2008"	"October"	"10"	691
	"El Paso County, CO"	"08041"	"2008"	"2008"	"November"	"11"	649
	"El Paso County, CO"	"08041"	"2008"	"2008"	"December"	"12"	792
	"El Paso County, CO"	"08041"	"2009"	"2009"	"January"	"1"	693
	"El Paso County, CO"	"08041"	"2009"	"2009"	"February"	"2"	656
	"El Paso County, CO"	"08041"	"2009"	"2009"	"March"	"3"	687
	"El Paso County, CO"	"08041"	"2009"	"2009"	"April"	"4"	691
	"El Paso County, CO"	"08041"	"2009"	"2009"	"May"	"5"	742
	"El Paso County, CO"	"08041"	"2009"	"2009"	"June"	"6"	698
	"El Paso County, CO"	"08041"	"2009"	"2009"	"July"	"7"	741
	"El Paso County, CO"	"08041"	"2009"	"2009"	"August"	"8"	781
	"El Paso County, CO"	"08041"	"2009"	"2009"	"September"	"9"	764
	"El Paso County, CO"	"08041"	"2009"	"2009"	"October"	"10"	733
	"El Paso County, CO"	"08041"	"2009"	"2009"	"November"	"11"	713
	"El Paso County, CO"	"08041"	"2009"	"2009"	"December"	"12"	798
	"El Paso County, CO"	"08041"	"2010"	"2010"	"January"	"1"	727
	"El Paso County, CO"	"08041"	"2010"	"2010"	"February"	"2"	702
	"El Paso County, CO"	"08041"	"2010"	"2010"	"March"	"3"	765
	"El Paso County, CO"	"08041"	"2010"	"2010"	"April"	"4"	751
	"El Paso County, CO"	"08041"	"2010"	"2010"	"May"	"5"	730
	"El Paso County, CO"	"08041"	"2010"	"2010"	"June"	"6"	769
	"El Paso County, CO"	"08041"	"2010"	"2010"	"July"	"7"	804
	"El Paso County, CO"	"08041"	"2010"	"2010"	"August"	"8"	752
	"El Paso County, CO"	"08041"	"2010"	"2010"	"September"	"9"	834
	"El Paso County, CO"	"08041"	"2010"	"2010"	"October"	"10"	794
	"El Paso County, CO"	"08041"	"2010"	"2010"	"November"	"11"	727
	"El Paso County, CO"	"08041"	"2010"	"2010"	"December"	"12"	804
	"El Paso County, CO"	"08041"	"2011"	"2011"	"January"	"1"	668
	"El Paso County, CO"	"08041"	"2011"	"2011"	"February"	"2"	630
	"El Paso County, CO"	"08041"	"2011"	"2011"	"March"	"3"	852
	"El Paso County, CO"	"08041"	"2011"	"2011"	"April"	"4"	775
	"El Paso County, CO"	"08041"	"2011"	"2011"	"May"	"5"	788
	"El Paso County, CO"	"08041"	"2011"	"2011"	"June"	"6"	779
	"El Paso County, CO"	"08041"	"2011"	"2011"	"July"	"7"	814
	"El Paso County, CO"	"08041"	"2011"	"2011"	"August"	"8"	804
	"El Paso County, CO"	"08041"	"2011"	"2011"	"September"	"9"	785
	"El Paso County, CO"	"08041"	"2011"	"2011"	"October"	"10"	724
	"El Paso County, CO"	"08041"	"2011"	"2011"	"November"	"11"	709
	"El Paso County, CO"	"08041"	"2011"	"2011"	"December"	"12"	804
	"El Paso County, CO"	"08041"	"2012"	"2012"	"January"	"1"	725
	"El Paso County, CO"	"08041"	"2012"	"2012"	"February"	"2"	772
	"El Paso County, CO"	"08041"	"2012"	"2012"	"March"	"3"	728
	"El Paso County, CO"	"08041"	"2012"	"2012"	"April"	"4"	749
	"El Paso County, CO"	"08041"	"2012"	"2012"	"May"	"5"	774
	"El Paso County, CO"	"08041"	"2012"	"2012"	"June"	"6"	765
	"El Paso County, CO"	"08041"	"2012"	"2012"	"July"	"7"	754
	"El Paso County, CO"	"08041"	"2012"	"2012"	"August"	"8"	820
	"El Paso County, CO"	"08041"	"2012"	"2012"	"September"	"9"	763
	"El Paso County, CO"	"08041"	"2012"	"2012"	"October"	"10"	741
	"El Paso County, CO"	"08041"	"2012"	"2012"	"November"	"11"	811
	"El Paso County, CO"	"08041"	"2012"	"2012"	"December"	"12"	722
	"El Paso County, CO"	"08041"	"2013"	"2013"	"January"	"1"	722
	"El Paso County, CO"	"08041"	"2013"	"2013"	"February"	"2"	761
	"El Paso County, CO"	"08041"	"2013"	"2013"	"March"	"3"	763
	"El Paso County, CO"	"08041"	"2013"	"2013"	"April"	"4"	700
	"El Paso County, CO"	"08041"	"2013"	"2013"	"May"	"5"	802
	"El Paso County, CO"	"08041"	"2013"	"2013"	"June"	"6"	726
	"El Paso County, CO"	"08041"	"2013"	"2013"	"July"	"7"	802
	"El Paso County, CO"	"08041"	"2013"	"2013"	"August"	"8"	765
	"El Paso County, CO"	"08041"	"2013"	"2013"	"September"	"9"	801
	"El Paso County, CO"	"08041"	"2013"	"2013"	"October"	"10"	803
	"El Paso County, CO"	"08041"	"2013"	"2013"	"November"	"11"	713
	"El Paso County, CO"	"08041"	"2013"	"2013"	"December"	"12"	780
	"El Paso County, CO"	"08041"	"2014"	"2014"	"January"	"1"	751
	"El Paso County, CO"	"08041"	"2014"	"2014"	"February"	"2"	687
	"El Paso County, CO"	"08041"	"2014"	"2014"	"March"	"3"	804
	"El Paso County, CO"	"08041"	"2014"	"2014"	"April"	"4"	800
	"El Paso County, CO"	"08041"	"2014"	"2014"	"May"	"5"	740
	"El Paso County, CO"	"08041"	"2014"	"2014"	"June"	"6"	750
	"El Paso County, CO"	"08041"	"2014"	"2014"	"July"	"7"	824
	"El Paso County, CO"	"08041"	"2014"	"2014"	"August"	"8"	903
	"El Paso County, CO"	"08041"	"2014"	"2014"	"September"	"9"	840
	"El Paso County, CO"	"08041"	"2014"	"2014"	"October"	"10"	808
	"El Paso County, CO"	"08041"	"2014"	"2014"	"November"	"11"	715
	"El Paso County, CO"	"08041"	"2014"	"2014"	"December"	"12"	775
	"El Paso County, CO"	"08041"	"2015"	"2015"	"January"	"1"	724
	"El Paso County, CO"	"08041"	"2015"	"2015"	"February"	"2"	696
	"El Paso County, CO"	"08041"	"2015"	"2015"	"March"	"3"	808
	"El Paso County, CO"	"08041"	"2015"	"2015"	"April"	"4"	791
	"El Paso County, CO"	"08041"	"2015"	"2015"	"May"	"5"	792
	"El Paso County, CO"	"08041"	"2015"	"2015"	"June"	"6"	775
	"El Paso County, CO"	"08041"	"2015"	"2015"	"July"	"7"	845
	"El Paso County, CO"	"08041"	"2015"	"2015"	"August"	"8"	827
	"El Paso County, CO"	"08041"	"2015"	"2015"	"September"	"9"	813
	"El Paso County, CO"	"08041"	"2015"	"2015"	"October"	"10"	799
	"El Paso County, CO"	"08041"	"2015"	"2015"	"November"	"11"	761
	"El Paso County, CO"	"08041"	"2015"	"2015"	"December"	"12"	827
	"Jefferson County, CO"	"08059"	"2007"	"2007"	"January"	"1"	495
	"Jefferson County, CO"	"08059"	"2007"	"2007"	"February"	"2"	509
	"Jefferson County, CO"	"08059"	"2007"	"2007"	"March"	"3"	561
	"Jefferson County, CO"	"08059"	"2007"	"2007"	"April"	"4"	494
